Applicant_ID,Age,Marital_Status,Dependents,Education,Employment_Type,Income,Credit_Score,Loan_Amount,Loan_Term,Existing_Debts,Property_Area,Default
LN1274,53,Single,0.0,Graduate,Salaried,51000.0,658.0,586000,84,9400.0,Rural,0
LN1275,41,,2.0,Graduate,,20000.0,697.0,168000,180,8800.0,Semiurban,0
LN1276,29,Divorced,0.0,Graduate,Salaried,63000.0,730.0,689000,240,6100.0,Semiurban,0
LN1277,26,Married,2.0,Graduate,Salaried,117500.0,745.0,806000,120,5200.0,Semiurban,0
LN1278,49,Married,,Graduate,Unemployed,19500.0,712.0,376000,24,8400.0,Rural,0
LN1279,40,Single,1.0,Not Graduate,Self-Employed,70500.0,787.0,658000,36,15100.0,Semiurban,0
LN1280,42,Married,2.0,Graduate,Salaried,118500.0,789.0,2437000,360,31600.0,Semiurban,0
LN1281,21,Single,2.0,Graduate,Salaried,51000.0,588.0,591000,360,2200.0,Rural,1
LN1282,46,Married,3.0,Graduate,Salaried,61500.0,669.0,476000,360,14700.0,Urban,0
LN1283,42,Married,0.0,Graduate,Self-Employed,48500.0,619.0,555000,12,6800.0,Urban,1
LN1284,26,Single,0.0,Graduate,Salaried,49000.0,753.0,98000,60,9000.0,Semiurban,0
LN1285,32,Married,1.0,Not Graduate,Business,78000.0,709.0,1035000,120,31500.0,Rural,0
LN1286,40,Married,1.0,Not Graduate,Business,63000.0,594.0,818000,120,8600.0,Urban,1
LN1287,38,Single,0.0,Not Graduate,Salaried,56500.0,698.0,1071000,24,14500.0,Urban,0
LN1288,34,Single,1.0,Not Graduate,Self-Employed,24500.0,560.0,66000,84,5400.0,Urban,1
LN1289,36,Single,0.0,Not Graduate,Salaried,31000.0,693.0,650000,36,9900.0,Rural,1
LN1290,34,Married,3.0,Not Graduate,Salaried,136000.0,604.0,2574000,60,11900.0,Urban,1
LN1291,39,Married,0.0,Graduate,Self-Employed,50500.0,732.0,1086000,36,8300.0,Semiurban,0
LN1292,52,Divorced,0.0,Graduate,Salaried,49500.0,750.0,677000,24,2200.0,Rural,0
LN1293,21,Married,0.0,Graduate,Salaried,104500.0,,2099000,24,16300.0,Urban,0
LN1294,35,Married,0.0,Graduate,,70000.0,778.0,362000,240,13800.0,Semiurban,0
LN1295,39,Married,0.0,Graduate,Salaried,84000.0,690.0,1535000,120,18500.0,Semiurban,0
LN1296,40,Married,0.0,Not Graduate,Salaried,48500.0,772.0,455000,240,6300.0,Rural,0
LN1297,33,Single,0.0,Graduate,Self-Employed,44500.0,579.0,182000,60,8400.0,Urban,1
LN1298,21,Single,0.0,Graduate,Business,53000.0,605.0,385000,60,,Semiurban,1
LN1299,40,Single,0.0,Graduate,Self-Employed,28500.0,706.0,400000,60,3500.0,Urban,0
LN1300,54,Married,,Graduate,Business,76500.0,,693000,84,5100.0,Rural,0
LN1301,22,,0.0,Graduate,Salaried,61000.0,697.0,992000,60,6800.0,Rural,0
LN1302,46,Married,0.0,Not Graduate,Business,145000.0,645.0,457000,120,33700.0,Urban,0
LN1303,34,Married,0.0,Graduate,Salaried,63000.0,718.0,126000,180,7400.0,Semiurban,0
LN1304,36,Married,0.0,Not Graduate,Salaried,16000.0,602.0,356000,240,3300.0,Rural,0
LN1305,26,Married,0.0,Graduate,Unemployed,17000.0,619.0,330000,36,2700.0,Urban,1
LN1306,34,Married,2.0,Graduate,Salaried,,740.0,1741000,84,72700.0,Urban,0
LN1307,50,Married,3.0,Graduate,Salaried,107500.0,842.0,1503000,36,21100.0,Semiurban,0
LN1308,43,Single,3.0,Not Graduate,,36000.0,,724000,12,9900.0,Urban,1
LN1309,54,Married,1.0,Not Graduate,Salaried,,676.0,1288000,120,33100.0,Urban,0
LN1310,49,Married,,Graduate,Salaried,49000.0,700.0,730000,84,4300.0,Semiurban,0
LN1311,41,Single,0.0,Not Graduate,Salaried,27000.0,598.0,555000,120,,Urban,1
LN1312,54,Single,2.0,Graduate,Business,67500.0,743.0,649000,24,14500.0,Semiurban,0
LN1313,41,Single,2.0,Not Graduate,Salaried,54500.0,758.0,773000,360,11800.0,Semiurban,0
LN1314,45,Married,,Graduate,Salaried,27500.0,888.0,382000,360,5100.0,Semiurban,0
LN1315,34,Single,3.0,Graduate,Salaried,35000.0,651.0,433000,60,2100.0,Urban,0
LN1316,38,Married,1.0,Not Graduate,Business,55500.0,674.0,647000,180,,Rural,0
LN1317,30,Married,2.0,Graduate,Salaried,48000.0,658.0,693000,36,13300.0,Urban,0
LN1318,47,Married,2.0,Graduate,Salaried,83000.0,745.0,1179000,120,6700.0,Rural,0
LN1319,25,Married,0.0,Graduate,Salaried,30500.0,715.0,235000,240,8500.0,Urban,0
LN1320,45,Married,3.0,Graduate,Self-Employed,82500.0,705.0,1552000,180,19700.0,Rural,0
LN1321,35,Married,0.0,Graduate,Business,38000.0,764.0,309000,180,5400.0,Urban,0
LN1322,49,Single,3.0,Not Graduate,Self-Employed,106500.0,672.0,1352000,60,20600.0,Urban,1
LN1323,45,Married,2.0,Not Graduate,Business,26000.0,757.0,318000,180,4500.0,Semiurban,0
LN1324,55,Married,0.0,Graduate,Salaried,43500.0,762.0,702000,120,10100.0,Urban,0
LN1325,44,Married,1.0,Graduate,Salaried,82000.0,725.0,164000,36,6600.0,Urban,0
LN1326,21,Married,0.0,Graduate,Salaried,116500.0,689.0,2254000,24,24800.0,Semiurban,0
LN1327,36,Married,2.0,Graduate,Salaried,72000.0,898.0,716000,120,16500.0,Rural,0
LN1328,25,Married,2.0,Graduate,Salaried,72000.0,644.0,1535000,84,15800.0,Urban,1
LN1329,32,Married,1.0,Not Graduate,Salaried,48000.0,725.0,534000,60,7600.0,Rural,0
LN1330,52,Single,2.0,Not Graduate,Salaried,35000.0,658.0,480000,240,6900.0,Rural,0
LN1331,43,Divorced,0.0,Not Graduate,Self-Employed,36000.0,823.0,917000,120,5900.0,Rural,0
LN1332,30,Married,0.0,Graduate,Salaried,32500.0,759.0,401000,60,12200.0,Semiurban,0
LN1333,27,Single,1.0,Graduate,Self-Employed,26500.0,617.0,568000,60,5400.0,Semiurban,1
LN1334,37,Single,0.0,Graduate,Self-Employed,65500.0,735.0,932000,84,13400.0,Semiurban,0
LN1335,25,Divorced,1.0,Graduate,Salaried,32000.0,707.0,528000,120,9300.0,Semiurban,0
LN1336,30,Single,0.0,Graduate,Salaried,68000.0,670.0,981000,84,7700.0,Rural,0
LN1337,40,Single,0.0,Graduate,Self-Employed,30000.0,739.0,573000,60,4100.0,Urban,0
LN1338,49,Single,1.0,Graduate,Self-Employed,70000.0,738.0,692000,120,11800.0,Urban,0
LN1339,43,Single,2.0,Not Graduate,Salaried,42000.0,726.0,340000,120,16800.0,Urban,0
LN1340,21,Married,0.0,Graduate,Salaried,103000.0,707.0,1047000,180,22600.0,Rural,0
LN1341,40,Married,3.0,Not Graduate,Self-Employed,52000.0,726.0,759000,24,8200.0,Semiurban,0
LN1342,38,Married,1.0,Graduate,Self-Employed,99000.0,724.0,1255000,120,12800.0,Semiurban,0
LN1343,41,Married,0.0,Graduate,Salaried,45500.0,714.0,831000,60,6100.0,Rural,0
LN1344,53,Married,1.0,Graduate,Salaried,74500.0,684.0,1626000,24,7200.0,Rural,1
LN1345,21,Married,1.0,Graduate,Business,36000.0,796.0,293000,120,7600.0,Urban,0
LN1346,31,Married,0.0,Graduate,Salaried,48000.0,623.0,461000,120,8900.0,Rural,1
LN1347,43,Married,1.0,Graduate,Business,64000.0,733.0,344000,84,3700.0,Rural,0
LN1348,21,Single,0.0,Not Graduate,Salaried,29500.0,658.0,772000,180,12000.0,Urban,0
LN1349,52,Married,0.0,Graduate,Salaried,40000.0,849.0,633000,60,,Rural,0
LN1350,41,Married,1.0,Graduate,Salaried,33000.0,635.0,557000,36,10900.0,Urban,1
LN1351,45,Single,1.0,Graduate,Salaried,22000.0,642.0,131000,60,2800.0,Semiurban,0
LN1352,31,Single,2.0,Graduate,Business,38500.0,,539000,60,10300.0,Semiurban,1
LN1353,45,,0.0,Graduate,Salaried,91500.0,753.0,1561000,120,3400.0,Urban,0
LN1354,48,Single,3.0,Graduate,Unemployed,10500.0,493.0,131000,180,2900.0,Urban,1
LN1355,39,Single,,Not Graduate,Salaried,26500.0,660.0,542000,120,7200.0,Urban,0
LN1356,39,Married,3.0,Not Graduate,Business,131500.0,552.0,3665000,36,,Urban,1
LN1357,40,Married,2.0,Not Graduate,Business,41500.0,707.0,345000,60,4100.0,Semiurban,0
LN1358,28,Married,0.0,Graduate,Self-Employed,57500.0,648.0,452000,36,10000.0,Urban,0
LN1359,36,Single,1.0,Graduate,Salaried,84500.0,607.0,738000,120,19300.0,Urban,1
LN1360,35,Divorced,0.0,Not Graduate,Self-Employed,58000.0,773.0,1371000,36,7400.0,Semiurban,0
LN1361,41,Married,2.0,Graduate,Salaried,31500.0,604.0,638000,84,1100.0,Semiurban,0
LN1362,47,Married,1.0,Graduate,Unemployed,19500.0,669.0,257000,180,2400.0,Semiurban,0
LN1363,26,Married,0.0,Graduate,Salaried,25500.0,631.0,363000,120,4100.0,Rural,0
LN1364,36,Married,3.0,Not Graduate,Salaried,160500.0,853.0,1461000,36,29800.0,Semiurban,0
LN1365,52,Married,,Graduate,Salaried,33500.0,769.0,648000,60,7900.0,Rural,0
LN1366,30,Married,1.0,Not Graduate,Self-Employed,24500.0,593.0,287000,120,7400.0,Urban,0
LN1367,29,Divorced,2.0,Not Graduate,Unemployed,9000.0,507.0,112000,84,4300.0,Semiurban,1
LN1368,39,Married,0.0,Graduate,Salaried,31000.0,745.0,547000,24,6000.0,Rural,0
LN1369,45,Single,1.0,Not Graduate,Self-Employed,89500.0,,1152000,240,25800.0,Rural,0
LN1370,37,Single,2.0,Graduate,Business,218500.0,710.0,2751000,60,18400.0,Semiurban,0
LN1371,50,Married,0.0,Graduate,Salaried,56500.0,818.0,795000,60,4000.0,Semiurban,0
LN1372,46,Married,1.0,Graduate,Salaried,36000.0,653.0,676000,36,12000.0,Urban,1
LN1373,45,Single,0.0,Not Graduate,Self-Employed,16000.0,679.0,382000,60,1800.0,Semiurban,1
LN1374,43,Married,1.0,Graduate,Self-Employed,51000.0,768.0,893000,60,15400.0,Rural,0
LN1375,60,Single,0.0,Graduate,Salaried,66000.0,796.0,1242000,36,1200.0,Rural,0
LN1376,35,Married,3.0,Graduate,Business,49000.0,676.0,627000,84,18400.0,Semiurban,1
LN1377,21,Single,3.0,Graduate,Salaried,58500.0,676.0,571000,60,3200.0,Urban,1
LN1378,53,Single,0.0,Graduate,Business,96000.0,589.0,1721000,240,33300.0,Semiurban,1
LN1379,32,Married,0.0,Graduate,Business,75500.0,616.0,1135000,360,10800.0,Urban,1
LN1380,38,Married,1.0,Graduate,Business,59000.0,719.0,322000,36,16200.0,Urban,0
LN1381,50,Divorced,2.0,Not Graduate,Salaried,33500.0,701.0,403000,24,6500.0,Urban,0
LN1382,21,Married,1.0,Graduate,Salaried,72500.0,708.0,979000,180,13800.0,Semiurban,0
LN1383,24,,0.0,Not Graduate,Salaried,44000.0,772.0,481000,360,6100.0,Urban,0
LN1384,21,Married,0.0,Graduate,Salaried,,615.0,1843000,180,20800.0,Urban,0
LN1385,29,Married,3.0,Graduate,Self-Employed,72500.0,674.0,1224000,12,32100.0,Urban,1
LN1386,41,Single,1.0,Graduate,Salaried,33000.0,717.0,734000,36,9900.0,Rural,0
LN1387,42,Single,2.0,Graduate,Salaried,33000.0,651.0,514000,12,4100.0,Semiurban,1
LN1388,40,Married,1.0,Not Graduate,Salaried,36000.0,811.0,522000,180,9300.0,Urban,0
LN1389,23,Single,3.0,Graduate,Salaried,32500.0,755.0,272000,84,2900.0,Urban,0
LN1390,21,Married,0.0,Graduate,Salaried,75500.0,725.0,1062000,60,7400.0,Semiurban,0
LN1391,38,Married,,Graduate,Self-Employed,64500.0,832.0,908000,84,10300.0,Urban,0
LN1392,32,Married,3.0,Not Graduate,Business,88000.0,586.0,510000,36,13100.0,Semiurban,1
LN1393,42,Divorced,3.0,Graduate,Salaried,,723.0,856000,84,13300.0,Semiurban,0
LN1394,44,Married,0.0,Graduate,Business,81000.0,735.0,977000,12,17600.0,Rural,0
LN1395,38,Married,0.0,Not Graduate,Business,98000.0,638.0,1615000,84,27400.0,Urban,1
LN1396,45,Married,1.0,Not Graduate,Salaried,68000.0,745.0,1140000,120,14000.0,Semiurban,0
LN1397,39,Single,1.0,Not Graduate,Self-Employed,45500.0,607.0,478000,120,15600.0,Urban,1
LN1398,42,Married,0.0,Graduate,Salaried,134000.0,786.0,2253000,60,63000.0,Rural,0
LN1399,30,Married,3.0,Graduate,Salaried,61500.0,786.0,794000,180,21400.0,Rural,0
LN1400,35,Single,0.0,Graduate,Salaried,53000.0,728.0,106000,120,12900.0,Semiurban,0
LN1401,39,Married,2.0,Not Graduate,Salaried,34000.0,563.0,377000,24,6000.0,Semiurban,1
LN1402,45,Married,0.0,Graduate,Business,103500.0,641.0,2119000,36,42700.0,Urban,1
LN1403,33,Married,0.0,Not Graduate,Business,95000.0,743.0,371000,84,19400.0,Rural,0
LN1404,42,Married,1.0,Graduate,Business,70000.0,704.0,1027000,36,,Semiurban,0
LN1405,34,Married,0.0,Graduate,Self-Employed,98000.0,501.0,2304000,24,34400.0,Urban,1
LN1406,36,Single,1.0,Graduate,Self-Employed,,764.0,198000,36,2900.0,Semiurban,0
LN1407,45,Single,,Graduate,Unemployed,21000.0,619.0,294000,36,1000.0,Semiurban,1
LN1408,21,Single,3.0,Not Graduate,Salaried,41000.0,628.0,253000,60,8900.0,Rural,1
LN1409,24,Divorced,2.0,Graduate,Salaried,38500.0,766.0,915000,84,10000.0,Semiurban,0
LN1410,22,Married,2.0,Graduate,,144000.0,649.0,1944000,36,27100.0,Semiurban,0
LN1411,21,Married,0.0,Graduate,Salaried,51000.0,643.0,728000,120,,Semiurban,1
LN1412,30,Divorced,0.0,Graduate,Salaried,48000.0,728.0,1062000,36,9300.0,Urban,1
LN1413,44,Married,0.0,Graduate,Salaried,68000.0,855.0,1222000,60,23400.0,Urban,0
LN1414,34,Single,1.0,Graduate,Self-Employed,20000.0,789.0,175000,36,4500.0,Urban,0
LN1415,39,Single,0.0,Graduate,Salaried,44500.0,735.0,450000,180,2600.0,Rural,0
LN1416,48,Married,0.0,Graduate,Salaried,111500.0,771.0,1892000,360,5900.0,Semiurban,0
LN1417,50,Married,0.0,Graduate,Salaried,52500.0,781.0,538000,60,20400.0,Semiurban,0
LN1418,36,Married,0.0,Graduate,Salaried,41500.0,609.0,83000,12,8900.0,Urban,1
LN1419,51,Married,0.0,Graduate,Business,146000.0,775.0,1997000,36,24300.0,Urban,0
LN1420,38,Married,0.0,Graduate,Salaried,120500.0,674.0,617000,36,24700.0,Semiurban,0
LN1421,29,Married,0.0,Graduate,Self-Employed,63500.0,712.0,1505000,180,9100.0,Urban,0
LN1422,31,Single,1.0,Not Graduate,Self-Employed,32500.0,659.0,489000,24,10600.0,Urban,1
LN1423,22,Single,0.0,Not Graduate,Salaried,38000.0,727.0,326000,360,11100.0,Rural,0
LN1424,28,Single,0.0,Graduate,Business,42000.0,687.0,412000,84,5800.0,Urban,1
LN1425,33,Married,1.0,Graduate,Self-Employed,32000.0,447.0,85000,60,8200.0,Semiurban,1
LN1426,45,Married,2.0,Graduate,Self-Employed,35500.0,704.0,263000,180,13100.0,Semiurban,0
LN1427,54,Married,0.0,Graduate,Salaried,54500.0,774.0,1095000,12,13400.0,Rural,0
LN1428,23,Married,1.0,Graduate,Salaried,32500.0,720.0,890000,120,1900.0,Urban,0
LN1429,41,Divorced,3.0,Graduate,Unemployed,10000.0,581.0,184000,24,2200.0,Rural,1
LN1430,27,Married,1.0,Graduate,Business,68000.0,811.0,914000,180,9100.0,Rural,0
LN1431,42,Married,3.0,Not Graduate,Business,,724.0,730000,84,,Semiurban,1
LN1432,36,Single,2.0,Graduate,Business,153000.0,747.0,1264000,24,59400.0,Semiurban,0
LN1433,21,Married,0.0,Graduate,Salaried,38000.0,766.0,1002000,180,13600.0,Rural,0
LN1434,46,Married,1.0,Graduate,Business,86000.0,738.0,1107000,12,16800.0,Semiurban,0
LN1435,31,Married,2.0,Not Graduate,Salaried,54500.0,638.0,1455000,36,8600.0,Semiurban,0
LN1436,32,Single,,Graduate,Business,57500.0,,1286000,180,24900.0,Semiurban,1
LN1437,26,Single,1.0,Graduate,Salaried,79500.0,673.0,283000,60,3400.0,Urban,0
LN1438,30,Married,0.0,Graduate,Salaried,84500.0,771.0,845000,240,10600.0,Urban,0
LN1439,41,Single,1.0,Graduate,Self-Employed,66000.0,,659000,84,14400.0,Semiurban,1
LN1440,35,Single,0.0,Not Graduate,Business,47500.0,748.0,642000,84,13700.0,Urban,0
LN1441,40,Single,,Graduate,Self-Employed,47000.0,,641000,36,8500.0,Semiurban,1
LN1442,41,Married,1.0,Graduate,Salaried,34000.0,800.0,1087000,36,7300.0,Semiurban,0
LN1443,50,Married,2.0,Graduate,Salaried,48000.0,697.0,362000,360,3300.0,Rural,0
LN1444,34,Single,2.0,Graduate,Unemployed,14500.0,626.0,223000,24,2500.0,Urban,1
LN1445,22,Married,1.0,Not Graduate,Salaried,25000.0,718.0,442000,84,11700.0,Semiurban,0
LN1446,48,Single,1.0,Graduate,Salaried,86000.0,843.0,1203000,36,34200.0,Semiurban,0
LN1447,34,Single,2.0,Graduate,Self-Employed,,573.0,1363000,36,26100.0,Urban,1
LN1448,48,Married,2.0,Not Graduate,Salaried,36000.0,677.0,278000,84,3100.0,Urban,0
LN1449,41,Single,2.0,Not Graduate,Self-Employed,51500.0,758.0,754000,180,6700.0,Urban,0
LN1450,36,Divorced,0.0,Graduate,Salaried,37500.0,817.0,640000,120,4400.0,Urban,0
LN1451,40,Single,1.0,Graduate,Business,60500.0,715.0,966000,180,13900.0,Urban,0
LN1452,57,Married,0.0,Graduate,Business,59000.0,690.0,1028000,36,8000.0,Semiurban,0
LN1453,58,Single,2.0,Graduate,Business,110500.0,784.0,2484000,60,7700.0,Semiurban,0
LN1454,38,Married,1.0,Graduate,Self-Employed,39500.0,751.0,775000,12,8100.0,Urban,1
LN1455,39,Single,1.0,Graduate,Salaried,103500.0,699.0,1493000,120,40500.0,Urban,0
LN1456,48,Single,0.0,Not Graduate,Self-Employed,42500.0,722.0,296000,60,3300.0,Urban,0
LN1457,29,Single,0.0,Not Graduate,Business,37000.0,765.0,385000,84,10900.0,Semiurban,0
LN1458,40,Married,2.0,Not Graduate,Self-Employed,24500.0,819.0,311000,36,5300.0,Urban,0
LN1459,37,Married,0.0,Not Graduate,Self-Employed,49000.0,746.0,760000,180,21000.0,Semiurban,0
LN1460,40,Married,0.0,Not Graduate,Self-Employed,68500.0,703.0,762000,180,5000.0,Urban,0
LN1461,29,Married,2.0,Not Graduate,Self-Employed,45500.0,677.0,382000,240,8200.0,Urban,0
LN1462,21,Married,2.0,Not Graduate,Self-Employed,106000.0,734.0,728000,12,,Rural,0
LN1463,21,Single,0.0,Graduate,Salaried,104500.0,702.0,428000,360,26600.0,Urban,0
LN1464,26,Married,0.0,Graduate,Salaried,48000.0,712.0,604000,36,10400.0,Urban,1
LN1465,32,Single,3.0,Graduate,Self-Employed,44000.0,604.0,228000,60,5800.0,Urban,1
LN1466,34,Single,2.0,Graduate,Salaried,76000.0,812.0,608000,36,33800.0,Rural,1
LN1467,56,Married,1.0,Graduate,Business,54500.0,,634000,36,14600.0,Semiurban,1
LN1468,48,Single,0.0,Graduate,Self-Employed,105000.0,684.0,628000,84,32600.0,Semiurban,0
LN1469,27,Single,0.0,Graduate,Salaried,67000.0,713.0,1091000,36,24800.0,Rural,0
LN1470,40,Married,0.0,Graduate,Business,79500.0,853.0,1466000,60,23000.0,Urban,0
LN1471,33,Married,2.0,Graduate,Self-Employed,72000.0,663.0,771000,120,28200.0,Rural,0
LN1472,34,Single,0.0,Not Graduate,Self-Employed,96000.0,652.0,1092000,180,18500.0,Urban,0
LN1473,39,Divorced,0.0,Not Graduate,Salaried,55500.0,671.0,956000,120,22700.0,Semiurban,0
LN1474,43,Single,2.0,Graduate,Business,68500.0,827.0,666000,84,3300.0,Semiurban,0
LN1475,34,Single,3.0,Graduate,Salaried,125000.0,515.0,1163000,36,45900.0,Semiurban,1
LN1476,48,Divorced,2.0,Graduate,,95500.0,639.0,2023000,180,7600.0,Rural,1
LN1477,26,Married,1.0,Not Graduate,Salaried,38000.0,897.0,734000,12,7600.0,Urban,0
LN1478,37,Single,1.0,Not Graduate,Self-Employed,43500.0,732.0,766000,36,22600.0,Rural,0
LN1479,63,Married,1.0,Graduate,Self-Employed,,640.0,1467000,24,8300.0,Urban,1
LN1480,39,Divorced,0.0,Not Graduate,Self-Employed,52500.0,690.0,112000,120,21900.0,Semiurban,0
LN1481,51,Married,1.0,Graduate,Salaried,37000.0,719.0,819000,60,5600.0,Rural,0
LN1482,38,Married,1.0,Graduate,Business,33000.0,746.0,540000,120,3600.0,Urban,0
LN1483,43,,1.0,Not Graduate,Self-Employed,30000.0,823.0,602000,60,6000.0,Rural,0
LN1484,36,Married,3.0,Graduate,Salaried,39000.0,731.0,637000,60,9400.0,Semiurban,0
LN1485,35,Single,3.0,Graduate,Unemployed,14500.0,551.0,207000,60,3300.0,Semiurban,1
LN1486,29,Married,0.0,Graduate,Self-Employed,67500.0,749.0,833000,12,6200.0,Urban,0
LN1487,41,Divorced,0.0,Graduate,Unemployed,19000.0,550.0,308000,60,5800.0,Semiurban,1
LN1488,28,Single,0.0,Not Graduate,Unemployed,16000.0,510.0,194000,84,2600.0,Semiurban,1
LN1489,44,Married,0.0,Not Graduate,Business,32500.0,555.0,624000,84,5500.0,Semiurban,1
LN1490,48,Single,0.0,Graduate,Self-Employed,48000.0,582.0,215000,24,16300.0,Urban,1
LN1491,41,Married,0.0,Graduate,Self-Employed,74500.0,636.0,801000,120,30900.0,Urban,1
LN1492,34,Single,2.0,Not Graduate,Salaried,64500.0,623.0,1694000,60,18300.0,Rural,0
LN1493,42,Single,1.0,Graduate,Salaried,46500.0,735.0,476000,12,6100.0,Urban,0
LN1494,34,Single,3.0,Not Graduate,Self-Employed,45500.0,596.0,572000,36,17300.0,Semiurban,1
LN1495,46,Married,0.0,Graduate,Salaried,196000.0,511.0,1706000,60,15600.0,Rural,1
LN1496,21,Married,0.0,Graduate,Business,57000.0,601.0,913000,60,3500.0,Urban,1
LN1497,34,Single,1.0,Not Graduate,Salaried,35000.0,663.0,335000,120,2000.0,Urban,0
LN1498,21,Married,0.0,Graduate,Salaried,48500.0,648.0,625000,36,4800.0,Semiurban,1
LN1499,22,Married,0.0,Graduate,Salaried,55500.0,811.0,1060000,120,13800.0,Urban,0
LN1500,51,Married,3.0,Graduate,,66500.0,681.0,652000,36,22200.0,Semiurban,0
LN1501,46,,0.0,Graduate,Salaried,67000.0,789.0,1255000,84,8900.0,Semiurban,0
LN1502,30,Single,0.0,Graduate,Salaried,29000.0,689.0,549000,180,10800.0,Semiurban,0
LN1503,22,Married,1.0,Graduate,Business,36500.0,667.0,742000,60,1400.0,Urban,0
LN1504,21,Married,1.0,Not Graduate,Salaried,39000.0,626.0,579000,12,10900.0,Semiurban,1
LN1505,32,Divorced,1.0,Not Graduate,Salaried,44000.0,697.0,1472000,84,5000.0,Semiurban,0
LN1506,61,Married,0.0,Graduate,Salaried,59000.0,676.0,1199000,360,10200.0,Urban,0
LN1507,41,Single,2.0,Graduate,Salaried,60000.0,,957000,360,12300.0,Semiurban,0
LN1508,31,Married,0.0,Not Graduate,Salaried,48500.0,685.0,424000,36,10300.0,Rural,0
LN1509,42,Single,1.0,Not Graduate,Self-Employed,69500.0,631.0,933000,120,16400.0,Semiurban,1
LN1510,21,Single,2.0,Graduate,Business,54500.0,752.0,1229000,60,5200.0,Semiurban,0
LN1511,34,Single,2.0,Graduate,Salaried,73500.0,746.0,1783000,36,15000.0,Urban,0
LN1512,38,Married,0.0,Graduate,Self-Employed,42000.0,654.0,961000,120,4500.0,Urban,1
LN1513,36,Married,1.0,Graduate,Salaried,81500.0,729.0,1525000,60,5500.0,Urban,0
LN1514,45,Single,0.0,Graduate,Salaried,81000.0,,524000,84,17800.0,Urban,0
LN1515,40,Married,0.0,Graduate,Business,106500.0,645.0,1802000,180,,Rural,0
LN1516,44,Married,0.0,Not Graduate,Salaried,75500.0,729.0,495000,60,3300.0,Urban,0
LN1517,30,Married,2.0,Not Graduate,Business,67500.0,644.0,343000,120,5500.0,Rural,0
LN1518,46,Divorced,0.0,Not Graduate,Salaried,52000.0,647.0,803000,60,2500.0,Urban,0
LN1519,53,Single,2.0,Graduate,Salaried,81500.0,612.0,1397000,12,33100.0,Urban,1
LN1520,27,Single,0.0,Graduate,Salaried,94000.0,686.0,1826000,60,6100.0,Semiurban,0
LN1521,28,Single,2.0,Not Graduate,Salaried,33500.0,734.0,569000,360,6900.0,Urban,0
LN1522,50,Married,2.0,Not Graduate,Unemployed,13500.0,,232000,60,2500.0,Rural,1
LN1523,35,Married,0.0,Graduate,Salaried,67000.0,900.0,542000,24,23700.0,Rural,0
LN1524,51,Married,0.0,Not Graduate,Business,76000.0,779.0,1016000,120,2600.0,Rural,0
LN1525,33,Single,0.0,Graduate,Business,44000.0,,218000,360,17200.0,Urban,0
LN1526,52,Married,2.0,Not Graduate,Self-Employed,48000.0,763.0,96000,240,15000.0,Rural,0
LN1527,38,Single,0.0,Graduate,Salaried,60500.0,,1116000,84,15200.0,Urban,0
LN1528,40,Single,1.0,Graduate,Salaried,22500.0,635.0,213000,60,5600.0,Rural,1
LN1529,53,Married,1.0,Graduate,Salaried,65500.0,537.0,1260000,84,16400.0,Semiurban,1
LN1530,33,Married,2.0,Graduate,Business,60500.0,658.0,1249000,180,4600.0,Urban,0
LN1531,28,Married,1.0,Graduate,Salaried,52500.0,743.0,540000,180,9300.0,Urban,1
LN1532,33,Divorced,1.0,Graduate,Business,129500.0,719.0,2272000,180,39900.0,Urban,0
LN1533,42,Single,3.0,Graduate,Self-Employed,31500.0,705.0,316000,60,8800.0,Urban,0
LN1534,21,Divorced,0.0,Not Graduate,Salaried,28500.0,781.0,83000,24,5900.0,Rural,0
LN1535,43,Married,2.0,Graduate,Self-Employed,16500.0,700.0,243000,84,2300.0,Rural,1
LN1536,32,Married,0.0,Graduate,Salaried,47000.0,763.0,525000,36,7100.0,Rural,0
LN1537,48,Married,1.0,Not Graduate,Business,50000.0,630.0,568000,24,2300.0,Urban,0
LN1538,21,Married,2.0,Graduate,,41000.0,608.0,1060000,60,10100.0,Semiurban,1
LN1539,29,Married,1.0,Graduate,Unemployed,31000.0,724.0,150000,120,2300.0,Urban,0
LN1540,21,Married,2.0,Not Graduate,Business,69000.0,691.0,1125000,180,7900.0,Semiurban,0
LN1541,29,Divorced,0.0,Not Graduate,Business,52000.0,637.0,418000,180,1400.0,Urban,1
LN1542,39,,1.0,Graduate,Salaried,53500.0,665.0,1041000,180,4300.0,Urban,0
LN1543,35,Married,0.0,Not Graduate,Business,87500.0,652.0,1382000,120,10600.0,Semiurban,1
LN1544,34,Single,1.0,Graduate,Salaried,60000.0,657.0,977000,120,3700.0,Urban,0
LN1545,35,Single,1.0,Graduate,Self-Employed,36000.0,585.0,300000,12,13600.0,Semiurban,1
LN1546,39,Single,0.0,Not Graduate,Salaried,22500.0,580.0,212000,84,,Semiurban,1
LN1547,27,Single,0.0,Graduate,Salaried,45500.0,683.0,890000,24,5700.0,Urban,1
LN1548,44,Single,0.0,Not Graduate,Salaried,77000.0,680.0,1896000,24,5600.0,Rural,1
LN1549,44,Single,0.0,Graduate,Salaried,200000.0,828.0,3376000,36,36500.0,Semiurban,0
LN1550,41,Married,0.0,Not Graduate,Salaried,53500.0,,461000,180,13500.0,Rural,0
